date,open,high,low,close,volume
2025-01-02,19.0383997300,20.1055075200,18.9486430000,19.4971563500,11691122
2025-01-03,19.6966157500,19.8861021800,17.5524272000,17.7219676900,11424184
2025-01-06,17.3828867100,17.6521569000,17.0138868200,17.4826164100,4666972
2025-01-07,17.4626704700,17.9014811500,17.3529678000,17.8915081800,3275956
2025-01-08,17.7219676900,18.6295079600,17.7020217500,18.4101026200,5269167
2025-01-09,18.4499945000,18.4499945000,17.8615892700,18.2405621300,3352670
2025-01-10,18.1906972800,19.0084808200,18.0909675800,18.2505351000,4895980
2025-01-13,18.0510757000,18.1807243100,17.5025623500,17.7818055100,2796400
2025-01-14,17.7917784800,18.7491836000,17.7917784800,18.7292376600,3933922
2025-01-15,18.7192646900,18.9386700300,18.5198052900,18.8090214200,3271540
2025-01-16,18.7491836000,19.0284267600,18.3003999500,18.3702107400,3511514
2025-01-17,18.3003999500,18.3901566800,18.0111838200,18.1607783700,2404388
2025-01-20,18.3203458900,18.6993187500,18.1707513400,18.4300485600,2892690
2025-01-21,18.5397512300,18.6494539000,18.0809946100,18.4599674700,2693100
2025-01-22,18.3203458900,18.8189943900,18.1508054000,18.5995890500,3034508
2025-01-23,18.8489133000,19.3675077400,18.8489133000,19.1281564600,8114940
2025-01-24,18.9586159700,19.1481024000,18.5696701400,19.0483727000,5753076
2025-01-27,19.1082105200,20.1055075200,18.9685889400,19.6567238700,8874932
2025-02-05,19.9459400000,20.0157507900,19.4173725900,19.6866427800,7024516
2025-02-06,19.6567238700,19.9359670300,19.4672374400,19.9359670300,6719958
2025-02-07,19.9060481200,20.4445885000,19.8063184200,20.2251831600,9764840
2025-02-10,20.0157507900,20.1952642500,19.7065887200,19.7963454500,7169580
2025-02-11,19.6966157500,19.7963454500,19.4073996200,19.5869130800,4781700
2025-02-12,19.6766698100,19.8162913900,19.4871833800,19.6567238700,4050000
2025-02-13,19.7365076300,20.1553723700,19.4672374400,19.5470212000,9891672
2025-02-14,19.3774807100,19.5869130800,19.2079402200,19.5669671400,4149000
2025-02-17,19.5769401100,19.9060481200,19.4672374400,19.7664265400,4835344
2025-02-18,19.7664265400,20.0356967300,19.5470212000,19.7265346600,4357622
2025-02-19,19.6467509000,20.0955345500,19.6467509000,20.0257237600,6053324
2025-02-20,20.0257237600,20.3348858300,19.8362373300,20.1055075200,4993932
2025-02-21,20.1453994000,20.1453994000,19.7065887200,19.8661562400,5035792
2025-02-24,19.9359670300,20.2451291000,19.6567238700,20.0755886100,5809992
2025-02-25,19.8262643600,20.1254534600,19.7564535700,19.7863724800,4266600
2025-02-26,19.8162913900,20.2850209800,19.8162913900,19.9858318800,5862437
2025-02-27,20.0456697000,20.3249128600,19.8262643600,20.2152101900,5891892
2025-02-28,20.0755886100,20.1354264300,19.3675077400,19.4772104100,7605100
2025-03-03,19.7564535700,20.0257237600,19.5470212000,19.7165616900,5412400
2025-03-04,19.7165616900,20.1952642500,19.6467509000,20.1852912800,5577548
2025-03-05,20.1254534600,20.5443182000,20.0456697000,20.4346155300,5038440
2025-03-06,20.4645344400,20.9432370000,20.4645344400,20.7936424500,6592915
2025-03-07,20.6440479000,20.8833991800,20.2551020700,20.4645344400,5305300
2025-03-10,20.4645344400,20.5941830500,20.1852912800,20.5642641400,3352220
2025-03-11,20.3947236500,20.4445885000,19.9160210900,20.0855615800,4691800
2025-03-12,20.1453994000,20.4745074100,19.9060481200,20.2351561300,4071140
2025-03-13,20.2451291000,20.2451291000,19.6666968400,19.9060481200,5000589
2025-03-14,19.7464806000,20.0456697000,19.5669671400,19.9359670300,3669306
2025-03-17,19.9858318800,20.5941830500,19.8462103000,20.1354264300,4826300
2025-03-18,20.0556426700,20.2451291000,19.9758589100,20.1254534600,2618000
2025-03-19,20.0955345500,20.2451291000,19.9259940600,20.0456697000,3075600
2025-03-20,20.0456697000,20.4346155300,19.9858318800,20.0356967300,4312332
2025-03-21,19.9459400000,20.0057778200,19.6666968400,19.7763995100,3538200
2025-03-24,19.8462103000,19.9459400000,18.6993187500,19.0483727000,6251572
2025-03-25,19.0284267600,19.0982375500,18.4699404400,18.8090214200,3093600
2025-03-26,18.7491836000,19.0982375500,18.6993187500,18.9586159700,2097400
2025-03-27,18.9486430000,19.0084808200,18.6095620200,18.7192646900,1642168
2025-03-28,18.7192646900,18.8688592400,18.4101026200,18.5297782600,1911458
2025-03-31,18.2804540100,18.4998593500,17.9014811500,18.4001296500,2957306
2025-04-01,18.4001296500,18.6394809300,18.4001296500,18.4400215300,1741500
2025-04-02,18.3801837100,18.8987781500,18.3303188600,18.5397512300,1830300
2025-04-03,18.2505351000,18.5297782600,18.2006702500,18.3103729200,1650600
2025-04-07,17.3828867100,17.3928596800,16.4753464400,16.4753464400,5295200
2025-04-08,16.4554005000,17.3729137400,16.2559411000,17.0039138500,5493656
