date,open,high,low,close,volume
2025-01-02,241.1540022600,245.2798936000,222.6777660000,224.6838720000,1078326
2025-01-03,224.6838720000,228.3617330000,218.4381953200,219.3342560000,612724
2025-01-06,221.7950793600,221.7950793600,211.3566411400,213.2089456800,555922
2025-01-07,215.9105017600,221.8084534000,211.9250378400,221.6613389600,543961
2025-01-08,217.3281500000,221.3269879600,213.9846400000,215.3220440000,627940
2025-01-09,214.1852506000,229.3514119600,212.1992056600,223.2996588600,747291
2025-01-10,223.3330939600,233.3769980000,220.6716600000,224.4632003400,764624
2025-01-13,220.6917210600,250.6228225800,220.6917210600,243.4543371400,1195347
2025-01-14,243.4543371400,258.5603153200,242.7388260000,256.3602857400,1224236
2025-01-15,256.1864232200,257.3098425800,247.4197400000,249.2720445400,717650
2025-01-16,251.3985169000,252.4283179800,242.4713452000,244.9121075000,485490
2025-01-17,244.0762300000,253.7724090000,240.7394070200,248.4361670400,482537
2025-01-20,249.9741816400,253.4313709800,246.7510380000,248.5030372400,460645
2025-01-21,250.9504865600,260.0448337600,248.4227930000,257.9919186200,718857
2025-01-22,257.9919186200,260.5931694000,253.4714931000,257.0089266800,449509
2025-01-23,258.1189720000,271.4930120000,256.5140872000,260.8004670200,690496
2025-01-24,259.7907270000,266.8054109800,257.6375065600,260.7937800000,538224
2025-01-27,260.7937800000,262.7196417600,246.1023970600,247.0853890000,657667
2025-02-05,247.4197400000,260.6600396000,247.4197400000,260.1183909800,1008961
2025-02-06,258.7742999600,264.5920073600,256.1730491800,263.6023284000,832457
2025-02-07,261.4624820000,278.1131618000,258.7876740000,272.0346606200,1128693
2025-02-10,274.8365220000,276.1672389800,267.5677312600,270.8243100000,630129
2025-02-11,271.4930120000,277.4310857600,264.8260530600,271.9343553200,714669
2025-02-12,268.8182040000,272.8304160000,265.6886786400,271.0115465600,611841
2025-02-13,269.4869060000,270.6705085400,254.6952177600,255.1165000200,849956
2025-02-14,259.4563760000,280.9016491400,251.1042880200,272.1550269800,1238888
2025-02-17,276.1739260000,276.8426280000,261.1281310000,267.4808000000,810171
2025-02-18,264.8059920000,276.1739260000,262.8533821600,265.2339612800,854469
2025-02-19,266.0631517600,267.4607389400,261.4624820000,264.6187554400,478979
2025-02-20,264.0837938400,264.0837938400,250.7632500000,254.8891413400,921466
2025-02-21,254.8891413400,271.4127677600,251.4319520000,269.4869060000,1178484
2025-02-24,266.3440066000,267.3403725800,258.5402542600,261.7968330000,732381
2025-02-25,257.4502700000,269.4869060000,256.4605910400,269.4869060000,801706
2025-02-26,267.4741129800,267.4808000000,250.7632500000,252.0872799600,1644979
2025-02-27,252.3684710000,252.4287341000,233.7069977000,238.9431915000,1418211
2025-02-28,235.6956800000,242.9339479000,235.0595695000,236.0237791000,884478
2025-03-03,233.6802141000,234.9390433000,220.3085018000,223.5761010000,1322378
2025-03-04,221.6342900000,230.9817664000,219.7594380000,228.4373244000,823085
2025-03-05,228.4038449000,239.5659102000,227.4329394000,231.7986662000,518251
2025-03-06,232.8164430000,243.6972805000,232.3477300000,241.1729262000,762929
2025-03-07,238.3740400000,240.3761141000,231.5977892000,232.9838405000,520146
2025-03-10,232.9838405000,240.6975173000,227.6606000000,239.7132200000,656887
2025-03-11,234.4234590000,239.5926938000,231.8187539000,235.4948030000,309677
2025-03-12,236.3652700000,238.7490104000,231.4705671000,231.4705671000,433896
2025-03-13,229.1738734000,232.3678177000,221.6342900000,222.8395520000,543161
2025-03-14,222.8395520000,226.9910100000,221.6543777000,225.2500760000,334331
2025-03-17,227.6606000000,233.0173200000,224.2322992000,230.0443404000,482013
2025-03-18,230.1246912000,233.0106241000,225.6518300000,228.9997800000,407727
2025-03-19,226.1875020000,228.5913301000,223.1944347000,224.9822400000,332027
2025-03-20,227.6606000000,227.9686114000,223.0404290000,223.6430600000,355839
2025-03-21,222.3105759000,224.2055156000,213.5992100000,214.6035950000,677220
2025-03-24,213.5322510000,219.6255200000,207.6264672000,212.9296200000,587655
2025-03-25,212.5479537000,216.2775700000,208.9120800000,213.3715494000,469505
2025-03-26,212.3738603000,218.9157546000,210.9744172000,212.9898831000,316674
2025-03-27,212.8224856000,220.2884141000,211.0547680000,217.2886509000,551670
2025-03-28,217.2953468000,220.6299050000,215.7418980000,219.6255200000,370740
2025-03-31,219.9603150000,222.2770964000,217.6167500000,220.3687649000,301354
2025-04-01,220.9647000000,221.4601966000,215.3334481000,215.6146759000,332861
2025-04-02,214.9383900000,227.5467697000,212.9497077000,223.7100190000,616215
2025-04-03,224.9822400000,239.3784250000,224.3126500000,230.2586092000,1410571
2025-04-07,220.9647000000,247.1456690000,220.2750223000,230.3456559000,2054010
2025-04-08,234.9189556000,241.4876335000,226.3281159000,240.3493305000,1077634
2025-04-09,238.3740400000,263.1421741000,233.0173200000,254.3705451000,1689985
2025-04-10,250.0316019000,255.7699882000,242.1237440000,252.2345530000,1110346
2025-04-11,248.8196440000,258.3813892000,243.8378944000,248.0830950000,784689
2025-04-14,245.8064890000,251.3841737000,245.7462259000,250.2927420000,446376
2025-04-15,250.7614550000,250.8618935000,230.9281992000,232.3477300000,980572
2025-04-16,232.3477300000,246.6099970000,231.5977892000,235.6019374000,1038891
2025-04-17,232.3477300000,240.3694182000,232.3477300000,236.4322290000,525885
2025-04-18,235.7023759000,237.4700935000,229.6827618000,232.1468530000,497646
2025-04-21,231.8790170000,238.0928122000,227.6672959000,234.4569385000,742550
2025-04-22,233.0173200000,237.8584557000,233.0173200000,233.7538690000,458377
2025-04-23,233.8543075000,236.8674625000,231.1424680000,234.1891025000,428520
2025-04-24,234.3565000000,234.3565000000,219.1367193000,224.6139655000,1042649
2025-04-25,237.0348600000,244.0655550000,235.0060023000,240.3694182000,1491905
2025-04-28,239.7199159000,243.4294445000,234.4703303000,238.5950047000,749813
2025-04-29,238.1932507000,240.2488920000,235.0327859000,236.9076379000,389820
2025-04-30,235.7157677000,246.1412840000,235.7157677000,241.8023408000,668588
2025-05-06,242.1237440000,243.5968420000,238.7155309000,241.3537155000,824814
2025-05-07,241.7219900000,247.6411656000,237.0214682000,238.9632792000,795261
2025-05-08,237.3696550000,240.3828100000,234.7984294000,235.6956800000,604132
2025-05-09,232.3544259000,234.3498041000,225.6585259000,227.2521501000,746427
2025-05-12,227.6539041000,229.3345750000,225.6853095000,226.6562150000,555165
2025-05-13,228.6582891000,228.6582891000,223.4087035000,225.8527070000,469626
2025-05-14,224.9956318000,230.5465329000,224.8951933000,228.4641080000,473031
2025-05-15,228.4708039000,228.9328210000,220.9647000000,221.1320975000,478059
2025-05-16,221.1655770000,222.5918037000,216.9471600000,217.2953468000,530638
2025-05-19,216.9471600000,221.5606351000,215.6816349000,218.8019243000,439104
2025-05-20,218.9961054000,219.6255200000,216.7261953000,218.3934744000,358423
2025-05-21,218.3934744000,220.4625075000,211.6707908000,214.5902032000,725796
2025-05-22,214.5098524000,216.3378331000,211.0614639000,211.9988899000,501091
2025-05-23,212.5075440000,214.4430587200,209.9335089600,212.0585844000,535062
2025-05-26,211.8989543200,216.9472556000,206.6810460800,215.6003768000,800303
2025-05-27,215.6003768000,216.1690589600,212.8068504000,214.1038448000,391576
2025-05-28,212.0087000000,214.5029200000,208.0678324000,208.4968382400,405836
2025-05-29,209.1154048000,215.4806542400,208.0678324000,213.6050008000,605671
2025-05-30,213.6050008000,213.6050008000,209.2451042400,209.9135552000,313331
2025-06-03,208.5167920000,214.6924807200,207.5390577600,210.0931390400,527668
2025-06-04,211.4100872000,214.4929431200,210.5121680000,212.4676364800,423565
2025-06-05,213.4653244800,221.0876608000,212.4676364800,218.1744118400,867777
2025-06-06,217.4959840000,219.1720998400,211.3901334400,212.4676364800,848948
2025-06-09,213.4952551200,213.4952551200,209.7938326400,210.5221448800,589893
2025-06-10,209.5344337600,210.5121680000,205.6534274400,208.5666764000,586526
2025-06-11,208.6265376800,209.8137864000,203.5483057600,204.4063174400,716349
2025-06-12,197.8714610400,218.1544580800,197.8714610400,216.3087352800,2102618
2025-06-13,215.5006080000,220.5090017600,213.6149776800,217.7952904000,1132030
2025-06-16,220.4890480000,220.4890480000,215.3010704000,216.7078104800,757149
2025-06-17,218.0945968000,218.0945968000,211.3901334400,212.6771509600,793852
2025-06-18,216.6679029600,223.5918576800,214.5029200000,215.4108160800,1630310
2025-06-19,214.5128968800,221.3969440800,214.3732205600,218.4936720000,1335505
2025-06-20,218.3340419200,219.7906664000,213.9442147200,213.9442147200,895604
2025-06-23,212.7170584800,220.4092329600,207.7186416000,218.6932096000,1397134
2025-06-24,218.8827703200,223.0431292800,218.2941344000,221.2572677600,1112196
2025-06-25,221.1774527200,225.3078810400,219.4813831200,224.3800312000,1066934
2025-06-26,224.0807248000,227.2733264000,221.2472908800,221.8159730400,856323
2025-06-27,222.2848864000,222.8834992000,218.4936720000,219.9403196000,655195
2025-06-30,219.4813831200,222.8735223200,218.7231402400,222.3746783200,770270
2025-07-01,222.4844240000,222.4844240000,218.9925160000,220.6885856000,505058
2025-07-02,219.4913600000,220.6885856000,215.1514172000,215.9096600800,762586
2025-07-03,216.4982960000,222.4046089600,216.0792670400,217.6556140800,769498
2025-07-04,217.8252210400,219.2718686400,214.2335442400,215.1514172000,860234
2025-07-07,215.5504924000,215.6003768000,211.5298097600,212.5075440000,782554
2025-07-08,212.9864342400,220.3992560800,212.0087000000,218.2941344000,965277
2025-07-09,216.9971400000,220.4591173600,214.7224113600,217.2964464000,989834
2025-07-10,216.4982960000,216.4982960000,213.6349314400,214.4929431200,540804
2025-07-11,214.5428275200,219.8704814400,212.5075440000,218.6732558400,1048711
2025-07-14,218.3739494400,219.6509900800,215.6103536800,217.5458684000,673587
2025-07-15,219.4714062400,227.9717080000,214.5627812800,225.0684359200,2557907
2025-07-16,223.4821120000,227.3531414400,220.4790711200,222.4445164800,1231600
2025-07-17,221.4368516000,225.3677423200,219.6011056800,221.5465972800,1032345
2025-07-18,222.4644702400,230.9547951200,221.4867360000,227.7721704000,1924743
2025-07-21,227.5427021600,229.6777544800,223.6018345600,228.9793728800,1322331
2025-07-22,229.4682400000,234.7360326400,226.1559158400,227.4628871200,1657486
2025-07-23,227.4628871200,229.7675464000,224.1405860800,226.4651991200,799444
2025-07-24,226.5649679200,231.4237084800,225.3577654400,227.3930489600,951788
2025-07-25,227.4728640000,228.2710144000,224.4798000000,227.4529102400,1110819
2025-07-28,227.7222860000,235.1550616000,227.4229796000,234.0576048000,2009327
2025-07-29,233.0299861600,234.3369574400,230.0668528000,233.2395006400,1015693
2025-07-30,233.2095700000,233.9578360000,229.3684712000,230.3462054400,869737
2025-07-31,229.7675464000,244.0943460800,229.7675464000,238.9462760000,2400282
2025-08-01,240.4428080000,241.9393400000,233.9578360000,236.9010156000,1315854
2025-08-04,236.4520560000,241.4404960000,235.3645760800,238.8465072000,1012507
2025-08-05,238.6469696000,239.9439640000,236.6017092000,238.8165765600,818881
2025-08-06,238.8465072000,247.6860228800,235.6638824800,244.2140686400,1443367
2025-08-07,245.2117566400,245.2117566400,240.6423456000,241.9393400000,892189
2025-08-08,241.5402648000,242.2885308000,237.4597208800,237.4597208800,888398
2025-08-11,237.4597208800,239.2455824000,233.9578360000,236.7014780000,1147326
2025-08-12,236.6017092000,236.6017092000,230.6654656000,233.9877666400,1450583
2025-08-13,234.1573736000,235.7836050400,232.0622288000,233.9478591200,1262266
2025-08-14,233.7183908800,236.3223565600,228.7997890400,229.1789104800,1505290
2025-08-15,228.9594191200,234.2471655200,228.4605751200,232.3615352000,1305811
2025-08-18,232.3515583200,251.3176072000,232.1220900800,249.9208440000,2846934
2025-08-19,249.4220000000,251.2377921600,244.9324040000,248.2247744000,1322342
2025-08-20,229.4682400000,231.4636160000,221.4967128800,227.2833032800,4515959
2025-08-21,227.2833032800,243.7950396800,227.2833032800,236.3123796800,3607149
2025-08-22,229.0392341600,243.2064037600,229.0392341600,241.5901492000,3332005
2025-08-25,245.4312480000,249.0229248000,237.9984724000,241.5602185600,2780134
2025-08-26,241.3407272000,244.4335600000,237.4497440000,241.9992012800,2075514
2025-08-27,241.9992012800,257.7626716800,241.9992012800,246.4987741600,3465476
2025-08-28,256.3060472000,262.2223370400,249.4419537600,258.4410995200,4273356
2025-08-29,263.3796551200,295.3156480000,260.4763830400,285.3287911200,5094883
2025-09-01,289.3295200000,291.3248960000,274.1447086400,277.1577264000,2961675
2025-09-02,275.7908938400,282.9044092800,266.8815400000,279.0333798400,3555497
2025-09-03,275.3618880000,278.8537960000,267.9789968000,268.1885112800,2220889
2025-09-04,266.8915168800,269.2759912000,245.4312480000,255.7074344000,3013547
2025-09-05,254.4603244000,258.6306602400,248.7236184000,257.4134808800,2238704
2025-09-08,257.8823942400,258.0021168000,250.0305896800,252.3152952000,1923117
2025-09-09,252.6744628800,257.3935271200,249.4220000000,251.2178384000,1487413
2025-09-10,255.9568564000,256.9046600000,250.6591331200,253.0934918400,1735182
2025-09-11,269.3757600000,279.4524088000,264.7165570400,276.3595760000,4431641
2025-09-12,274.3642000000,274.3642000000,265.4149386400,265.4149386400,3020158
2025-09-15,263.3896320000,266.6321180000,257.6030416000,259.9875159200,2027083
2025-09-16,263.0404412000,265.3351236000,258.4011920000,263.5891696000,1667137
2025-09-17,264.2177130400,269.0564998400,261.9529612800,267.3803840000,1461922
2025-09-18,264.5369732000,275.3618880000,262.8907880000,264.8063489600,2932975
2025-09-19,264.4072737600,275.0426278400,264.3873200000,265.9337364000,2403970
2025-09-22,265.9337364000,266.8815400000,260.8954120000,264.3873200000,1531339
2025-09-23,264.8861640000,271.9497950400,253.4127520000,259.3988800000,2001793
2025-09-24,255.5078968000,264.3873200000,254.7097464000,264.3873200000,1467595
2025-09-25,264.2775743200,274.1646624000,261.9928688000,269.3757600000,1756537
2025-09-26,266.9613550400,268.3581182400,255.2884054400,255.9069720000,2254862
2025-09-29,255.4081280000,255.8770413600,249.3222312000,253.7419890400,1597439
2025-09-30,255.2884054400,267.3704071200,254.4902550400,262.9207186400,1657444
2025-10-09,259.5485332000,272.7180148000,257.6030416000,266.3727191200,2289318
