code,date,close,stage,success,max_return,max_date
sh.600126,2025-04-10,12.36,🚀 启动期,False,2.750809061488672,2025-04-11
sz.002048,2025-09-05,30.04,🚀 启动期,True,35.15312916111852,2025-09-30
sz.002048,2025-09-10,32.11,🚀 启动期,True,26.44036125817503,2025-09-30
sz.002048,2025-10-10,39.26,🚀 启动期,False,-3.94803871625063,2025-10-29
sh.688193,2025-07-01,41.867196,🚀 启动期,True,44.285714285714285,2025-07-24
sh.688636,2025-04-10,27.1281933,🚀 启动期,True,17.114673242909994,2025-05-12
sh.688636,2025-07-01,33.48,🚀 启动期,True,9.916367980884113,2025-07-28
sh.603163,2025-11-05,49.38,🚀 启动期,True,29.80963953017414,2025-12-03
sz.300977,2025-04-15,15.53,🚀 启动期,True,14.552479072762395,2025-05-16
sz.301328,2025-09-10,48.0000182,🚀 启动期,True,10.687458031005503,2025-09-18
sz.301300,2025-04-25,30.41895568,🚀 启动期,True,50.143907898944676,2025-05-20
sz.300591,2025-08-20,13.13,🚀 启动期,False,-0.6092916984006098,2025-08-21
sz.002316,2025-08-20,6.26,🚀 启动期,True,8.146964856230028,2025-08-27
sz.300546,2025-04-15,16.44356565,🚀 启动期,True,12.021857923497265,2025-04-16
sz.300546,2025-08-15,31.56,🚀 启动期,False,3.54879594423321,2025-08-21
sh.688226,2025-04-15,33.05205335,🚀 启动期,False,0.24074631357207735,2025-04-16
sh.688226,2025-08-20,47.15,🚀 启动期,True,18.048780487804876,2025-09-17
sh.603201,2025-09-15,19.39362194,🚀 启动期,True,9.04419321685509,2025-09-18
sz.301117,2025-10-20,38.35,🚀 启动期,True,16.036505867014338,2025-10-24
sh.603200,2025-09-05,91.3,🚀 启动期,True,21.02957283680176,2025-09-11
sh.600053,2025-11-10,20.4,🚀 启动期,False,1.6666666666666659,2025-11-13
sh.688582,2025-04-15,64.3535962,🚀 启动期,True,7.4092076613427915,2025-05-07
sz.300584,2025-10-10,59.1,🚀 启动期,True,9.103214890016925,2025-10-29
sh.688031,2025-11-05,67.39,🚀 启动期,True,9.06662709600831,2025-11-10
sz.301315,2025-04-15,46.42877208,🚀 启动期,True,9.269542930371635,2025-05-14
sh.688757,2025-08-15,31.79442175,🚀 启动期,True,16.106750392464665,2025-08-20
sh.688025,2025-07-25,86.15,🚀 启动期,True,57.69007544979685,2025-08-19
sh.688025,2025-08-01,100.8,🚀 启动期,True,43.21428571428573,2025-08-26
sh.688025,2025-08-15,124.4,🚀 启动期,True,40.7395498392283,2025-09-11
sh.688025,2025-09-05,140.5,🚀 启动期,True,24.612099644128122,2025-09-11
sh.603758,2025-04-15,10.7,🚀 启动期,True,30.37383177570094,2025-05-08
sh.603758,2025-04-25,11.4,🚀 启动期,True,24.912280701754383,2025-05-19
sh.603758,2025-08-25,15.96,🚀 启动期,False,4.323308270676677,2025-09-17
sz.300037,2025-12-25,53.66,🚀 启动期,True,9.355199403652634,2026-01-26
sz.300976,2025-09-05,63.08,🚀 启动期,True,18.579581483830058,2025-09-29
sz.000716,2025-04-15,6.76777926,🚀 启动期,True,10.997067448680346,2025-04-17
sz.300792,2025-11-20,30.05,🚀 启动期,True,13.477537437603996,2025-11-26
sz.300619,2025-09-01,29.78,🚀 启动期,True,34.318334452652785,2025-09-12
sz.301261,2025-04-15,84.93659174,🚀 启动期,True,19.96262118911342,2025-05-06
sh.603610,2025-11-10,20.07,🚀 启动期,True,9.167912306925759,2025-11-14
sh.603162,2025-12-25,12.78,🚀 启动期,False,1.1737089201877964,2025-12-29
sh.600331,2025-08-25,11.01,🚀 启动期,True,7.44777475022707,2025-09-12
sh.600331,2025-09-10,11.27,🚀 启动期,False,4.968944099378887,2025-09-12
sz.301063,2025-06-10,26.6558696,🚀 启动期,True,34.32835820895524,2025-07-02
sh.688353,2025-12-01,109.5,🚀 启动期,True,18.2648401826484,2025-12-26
sh.688353,2025-12-25,109.79,🚀 启动期,True,17.952454686219138,2025-12-26
sz.301077,2025-12-10,27.75,🚀 启动期,True,11.711711711711711,2026-01-09
sz.300355,2025-04-15,4.34,🚀 启动期,False,3.6866359447004644,2025-05-07
sz.300394,2025-08-20,125.0713324,🚀 启动期,True,79.43709137298677,2025-09-01
sh.688386,2025-08-05,62.25,🚀 启动期,True,15.887550200803213,2025-08-21
sh.688392,2025-09-15,87.1634628,🚀 启动期,True,35.16609392898052,2025-10-21
sz.301061,2025-07-25,93.55565028,🚀 启动期,True,26.716989155857966,2025-08-20
sz.301061,2025-08-15,108.75371892,🚀 启动期,True,9.008597036766048,2025-08-20
sz.301075,2025-07-15,32.6,🚀 启动期,True,31.042944785276067,2025-07-30
sz.301075,2025-08-20,41.38,🚀 启动期,True,28.757854035766066,2025-08-29
sh.603809,2025-04-15,11.64132594,🚀 启动期,True,44.31345781904979,2025-05-12
sz.002705,2025-05-15,14.25149786,🚀 启动期,False,0.33647375504710464,2025-05-16
sz.300155,2025-04-15,4.27,🚀 启动期,True,17.096018735363007,2025-04-17
sh.688621,2025-07-10,50.9,🚀 启动期,True,39.489194499017685,2025-08-07
sz.301263,2025-05-15,23.27274145,🚀 启动期,True,69.55458421079138,2025-06-11
sz.301505,2025-09-25,23.47953104,🚀 启动期,True,7.060825180774128,2025-09-26
sz.301511,2025-08-15,40.75,🚀 启动期,False,1.3496932515337354,2025-08-18
sz.301511,2025-08-25,40.15,🚀 启动期,False,1.444582814445824,2025-08-26
sz.301511,2025-09-15,35.72,🚀 启动期,True,12.933930571108634,2025-09-23
sz.301277,2025-08-01,15.8,🚀 启动期,False,0.3164556962025249,2025-08-04
sz.002659,2025-09-25,6.28,🚀 启动期,True,14.171974522292988,2025-09-29
sz.300790,2025-09-15,34.02533568,🚀 启动期,False,4.812206572769955,2025-09-17
sz.000700,2025-11-10,10.84650796,🚀 启动期,False,3.697024346257883,2025-11-11
sz.300035,2025-11-10,26.03,🚀 启动期,True,10.641567422205146,2025-11-13
sz.000933,2025-10-15,22.44,🚀 启动期,True,25.668449197860955,2025-11-10
sz.300753,2025-08-15,35.93,🚀 启动期,False,4.369607570275537,2025-08-25
sh.688580,2025-06-10,47.414503,🚀 启动期,True,6.507496240127196,2025-07-01
sz.300223,2025-04-15,69.00467636,🚀 启动期,False,4.008103024164372,2025-05-07
sh.605100,2025-11-20,46.98,🚀 启动期,False,0.4257130693912364,2025-12-09
sh.688218,2025-04-15,20.52957448,🚀 启动期,True,8.401738290680834,2025-05-16
sz.002466,2025-12-01,54.62,🚀 启动期,True,7.799340900768959,2025-12-26
sh.688595,2025-04-15,35.82,🚀 启动期,True,22.166387493020654,2025-05-07
sz.300593,2025-09-15,18.37,🚀 启动期,True,22.15568862275449,2025-09-30
sz.301302,2025-04-15,19.9,🚀 启动期,True,47.38693467336684,2025-05-13
sh.603767,2025-07-15,18.52,🚀 启动期,True,77.15982721382291,2025-08-12
sh.603767,2025-11-05,28.01,🚀 启动期,False,-0.4998214923241719,2025-11-06
sh.688032,2025-04-15,101.22798249,🚀 启动期,False,1.991002201588973,2025-05-13
sz.002857,2025-07-25,27.77,🚀 启动期,True,10.51494418437163,2025-07-30
sz.000932,2025-09-15,6.46,🚀 启动期,False,2.786377708978324,2025-10-10
sh.601010,2025-04-15,2.9449763,🚀 启动期,True,16.39344262295082,2025-04-21
sz.300815,2025-05-20,17.39648752,🚀 启动期,True,68.90898812888636,2025-05-30
sh.688185,2025-04-15,55.27,🚀 启动期,True,5.0298534467161105,2025-05-16
sh.605289,2025-04-25,24.29,🚀 启动期,True,23.34293948126802,2025-05-20
sh.605289,2025-10-15,77.19,🚀 启动期,False,0.777302759424807,2025-10-16
sh.605060,2025-08-25,26.82,🚀 启动期,True,8.426547352721842,2025-09-02
sz.300424,2025-04-15,13.9,🚀 启动期,True,23.525179856115116,2025-05-12
sz.300342,2025-04-15,15.23474194,🚀 启动期,True,17.98561151079136,2025-05-12
sz.300395,2025-09-15,85.05,🚀 启动期,True,7.442680776014107,2025-09-18
sh.603373,2025-08-25,60.37086738,🚀 启动期,False,0.5937654626422558,2025-08-26
sz.301070,2025-12-10,62.32,🚀 启动期,True,12.307445442875473,2026-01-08
sz.002714,2025-06-10,41.0640846,🚀 启动期,True,5.265643447461626,2025-06-11
sh.688630,2025-09-25,160.02,🚀 启动期,False,-0.012498437695294481,2025-09-26
sz.300622,2025-04-15,30.74380484,🚀 启动期,True,11.533650237678259,2025-05-08
sz.300150,2025-04-15,4.48,🚀 启动期,True,14.508928571428559,2025-05-12
sz.002927,2025-12-25,20.39,🚀 启动期,True,26.091221186856302,2026-01-12
sz.301528,2025-09-15,65.46,🚀 启动期,False,-0.6874427131072238,2025-09-16
sh.603978,2025-12-25,28.83,🚀 启动期,True,9.989594172736743,2025-12-26
sh.603950,2025-07-01,24.9,🚀 启动期,True,5.903614457831336,2025-07-17
sz.301312,2025-09-01,55.8,🚀 启动期,True,17.383512544802873,2025-09-04
sz.301312,2025-09-05,63.42,🚀 启动期,False,0.1103752759381903,2025-09-08
sz.301306,2025-04-15,35.85,🚀 启动期,True,11.380753138075308,2025-05-09
sh.603011,2025-07-10,17.17,🚀 启动期,False,3.086779266161896,2025-07-14
sh.601606,2025-09-01,70.7,🚀 启动期,True,9.009900990098995,2025-09-03
sh.601606,2025-10-15,51.88,🚀 启动期,True,11.73862760215882,2025-10-29
sz.300756,2025-08-15,32.08,🚀 启动期,True,30.2057356608479,2025-09-11
sz.300756,2025-08-20,32.15,🚀 启动期,True,30.513219284603434,2025-09-15
sz.300756,2025-10-15,58.55,🚀 启动期,False,2.7839453458582453,2025-10-28
sh.688778,2025-08-20,57.165345,🚀 启动期,True,58.31269801660428,2025-09-12
sh.603993,2025-12-05,18.42,🚀 启动期,True,19.598262757871872,2026-01-06
sh.688552,2025-04-15,19.85,🚀 启动期,True,123.87909319899242,2025-05-13
sz.300541,2025-04-15,11.97287828,🚀 启动期,True,19.93327773144287,2025-05-07
sz.300233,2025-09-01,19.64064858,🚀 启动期,True,13.829787234042543,2025-09-09
sh.688221,2025-09-15,15.34,🚀 启动期,True,8.213820078226867,2025-09-18
sh.603992,2025-09-05,30.27476112,🚀 启动期,True,11.974459073783098,2025-09-18
sz.300964,2025-09-15,47.913504,🚀 启动期,False,3.354166666666654,2025-09-17
sz.301529,2025-09-05,91.3289865,🚀 启动期,True,9.103825136612018,2025-09-09
sz.300145,2025-04-15,3.58,🚀 启动期,False,3.3519553072625725,2025-05-07
sh.688631,2025-04-15,78.9034207,🚀 启动期,True,11.286254728877681,2025-05-12
sz.301273,2025-09-05,27.88,🚀 启动期,True,6.348637015781922,2025-09-08
sz.301273,2025-09-10,28.46,🚀 启动期,False,4.181307097680947,2025-09-23
sh.688143,2025-08-15,54.3,🚀 启动期,False,1.1418047882136364,2025-08-25
sz.000880,2025-07-01,26.47040875,🚀 启动期,True,38.73825503355703,2025-07-18
sz.300810,2025-11-25,42.33,🚀 启动期,False,-0.8740845735884656,2025-11-26
sz.002715,2025-06-05,17.71017906,🚀 启动期,True,10.106170772956592,2025-06-13
sh.603366,2025-04-15,9.47296168,🚀 启动期,True,14.180672268907577,2025-05-13
sh.688433,2025-04-15,37.24305189,🚀 启动期,True,15.645732060869527,2025-05-13
sz.300390,2025-12-25,52.8,🚀 启动期,True,13.996212121212123,2025-12-26
sh.688396,2025-12-05,52.82,🚀 启动期,True,13.328284740628549,2025-12-10
sz.002517,2025-09-10,23.73,🚀 启动期,True,28.52928782132322,2025-09-18
sz.002515,2025-09-15,7.78,🚀 启动期,True,8.86889460154242,2025-09-24
sh.600686,2025-12-25,16.68,🚀 启动期,True,33.093525179856115,2026-01-22
sh.603416,2025-11-05,61.32,🚀 启动期,True,8.610567514677093,2025-11-10
sh.688419,2025-04-15,22.3082685,🚀 启动期,True,12.063492063492056,2025-05-16
sz.000882,2025-04-10,2.35,🚀 启动期,True,7.234042553191486,2025-04-18
sh.688627,2025-08-15,92.99,🚀 启动期,True,44.15528551457148,2025-09-12
sh.688627,2025-12-10,195.8,🚀 启动期,True,38.34525025536261,2025-12-24
sh.688141,2025-07-01,32.08,🚀 启动期,False,-0.24937655860348598,2025-07-02
sz.300796,2025-08-20,12.0,🚀 启动期,False,0.24999999999999467,2025-08-21
sh.688021,2025-04-15,11.13,🚀 启动期,True,23.62982929020664,2025-05-16
sh.688035,2025-10-10,57.8022648,🚀 启动期,False,3.6269430051813365,2025-10-13
sh.603990,2025-04-25,13.77,🚀 启动期,True,22.585330428467678,2025-05-19
sz.000510,2025-11-20,7.07,🚀 启动期,True,56.01131541725599,2025-12-05
sz.003031,2025-09-15,58.75,🚀 启动期,True,9.106382978723394,2025-09-26
sz.300580,2025-04-25,26.69856,🚀 启动期,True,9.15178571428571,2025-05-13
sh.688579,2025-04-15,9.36662628,🚀 启动期,True,5.520169851380043,2025-05-07
sh.600730,2025-10-20,8.79,🚀 启动期,True,18.998862343572263,2025-11-05
